Rk,Player,Age,Team,Pos,G,GS,Int,Int Yds,IntTD,Lng Int,PD,FF,Fmb,FR,Yds,FR TD,Sack,Comb Tackles,Solo Tackles,Tackle Ast,TFL,QBHits,Safety,Awards
673,Darius Robinson,24,ARI,DL,15,12,0,0,0,0,0,0,0,1,0,0,1,43,15,28,4,2,0,
674,Harrison Smith,36,MIN,S,15,12,2,12,0,11,10,1,0,1,-1,0,1,54,37,17,3,2,0,
675,John Bates,28,WAS,TE,15,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
676,Derrick Nnadi,29,KAN,DT,15,11,0,0,0,0,0,0,0,0,0,0,0,16,10,6,0,1,0,
677,Tyrone Tracy Jr.,26,NYG,RB,15,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
678,Colby Parkinson,26,LAR,TE,15,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
679,Dillon Radunz,27,NOR,OL,15,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
680,Brandon Dorlus,24,ATL,DT,15,9,0,0,0,0,0,0,0,0,0,0,8.5,27,15,12,11,11,0,
681,Charles Snowden,27,LVR,DE,15,9,1,18,0,18,2,0,0,0,0,0,3,28,17,11,5,4,0,
682,Jalon Walker,21,ATL,DE,15,9,0,0,0,0,1,2,0,1,0,0,5.5,36,24,12,5,9,0,
683,Bryce Huff,27,SFO,DL,15,8,0,0,0,0,1,2,0,0,0,0,4,30,14,16,6,15,0,
684,Quinnen Williams,28,2TM,DT,15,15,1,0,0,0,1,3,0,0,0,0,2.5,53,26,27,10,12,0,PB
684,Quinnen Williams,28,NYJ,DL/LB,8,8,0,0,0,0,0,3,0,0,0,0,1,32,17,15,7,3,0,
684,Quinnen Williams,28,DAL,DT,7,7,1,0,0,0,1,0,0,0,0,0,1.5,21,9,12,3,9,0,
685,Baron Browning,26,ARI,OLB,15,7,1,4,0,4,1,0,0,1,0,0,2,34,14,20,4,5,0,
686,Pat Bryant,23,DEN,WR,15,7,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,
687,Noah Fant,28,CIN,TE,15,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,
688,Oronde Gadsden II,22,LAC,TE,15,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
689,Josh Oliver,28,MIN,TE,15,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
690,Marques Sigle,23,SFO,S,15,7,0,0,0,0,2,0,0,1,0,0,0,52,28,24,1,0,0,
691,Logan Wilson,29,2TM,LB,15,8,0,0,0,0,5,1,0,1,0,0,0,70,34,36,0,0,0,
691,Logan Wilson,29,CIN,LB,8,7,0,0,0,0,4,0,0,1,0,0,0,46,19,27,0,0,0,
691,Logan Wilson,29,DAL,LB,7,1,0,0,0,0,1,1,0,0,0,0,0,24,15,9,0,0,0,
692,Jonathan Bullard,32,NOR,DE,15,6,0,0,0,0,2,0,0,0,0,0,0,26,12,14,4,0,0,
693,Grant Calcaterra,27,PHI,TE,15,6,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,
694,Nick Herbig,24,PIT,LB,15,6,1,41,0,41,3,3,0,1,0,1,7.5,30,21,9,13,18,0,
695,Chuba Hubbard,26,CAR,RB,15,6,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,
696,Tommy Togiai,26,HOU,DT,15,6,0,0,0,0,4,0,0,1,17,1,1.5,59,27,32,6,5,0,
697,Joe Bachie,27,2TM,LB/WLB,15,5,0,0,0,0,1,0,0,0,0,0,0,29,12,17,0,0,0,
697,Joe Bachie,27,IND,LB/WLB,5,5,0,0,0,0,1,0,0,0,0,0,0,26,11,15,0,0,0,
697,Joe Bachie,27,TEN,LB,10,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,
698,Chuck Clark,30,PIT,S,15,5,0,0,0,0,3,1,0,0,0,0,0,51,31,20,2,1,0,
699,Andrew Ogletree,27,IND,TE,15,5,0,0,0,0,0,0,0,0,0,0,0,11,5,6,0,0,0,
700,Brent Urban,34,BAL,DL,15,5,0,0,0,0,0,0,0,0,0,0,0.5,19,7,12,3,4,0,
701,Jaylin Lane,23,WAS,WR,15,4,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,
702,Nick McCloud,27,CHI,CB,15,4,0,0,0,0,2,0,0,0,0,0,0,27,18,9,0,0,0,
703,Marvin Mims,23,DEN,WR,15,4,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,
704,Anthony Nelson,28,TAM,OLB,15,4,1,3,1,3,2,2,0,0,0,0,3,38,21,17,3,4,0,
705,Qwan'tez Stiggers,23,NYJ,CB,15,4,0,0,0,0,3,0,0,2,0,0,0,27,17,10,1,0,0,
706,Jack Stoll,27,NOR,TE,15,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,
707,Chop Robinson,22,MIA,LB,15,3,0,0,0,0,1,1,0,0,0,0,4,21,10,11,4,7,0,
708,Nick Westbrook-Ikhine,28,MIA,WR,15,3,0,0,0,0,0,0,0,0,0,0,0,6,4,2,0,0,0,
709,JD Bertrand,25,ATL,LB,15,2,0,0,0,0,2,0,0,0,0,0,0,35,13,22,1,0,0,
710,British Brooks,26,HOU,RB,15,2,0,0,0,0,0,0,0,0,0,0,0,10,6,4,0,0,0,
711,Noah Igbinoghene,26,WAS,CB,15,2,0,0,0,0,5,0,0,0,0,0,1,35,22,13,1,2,0,
712,Cameron Latu,25,PHI,TE,15,2,0,0,0,0,0,0,0,0,0,0,0,11,7,4,0,0,0,
713,Samaje Perine,30,CIN,RB,15,2,0,0,0,0,0,0,3,0,0,0,0,7,1,6,0,0,0,
714,Dylan Sampson,21,CLE,RB,15,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
715,KaVontae Turpin,29,DAL,WR,15,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,PBAP-2
716,Isaiah Williams,24,NYJ,WR,15,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
717,Kitan Crawford,24,ARI,S,15,1,0,0,0,0,1,0,0,0,0,0,0,20,11,9,0,0,0,
718,Antonio Hamilton,32,WAS,CB,15,1,0,0,0,0,2,0,0,1,3,0,0,18,12,6,0,0,0,
719,Christian Harris,24,HOU,LB,15,1,0,0,0,0,1,0,0,0,0,0,0,11,5,6,0,0,0,
720,Jaylon Jones,28,CHI,CB,15,1,0,0,0,0,0,1,0,0,0,0,0,16,9,7,0,0,0,
721,Stone Smartt,27,NYJ,TE,15,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,
722,Jonah Williams,30,NOR,DE,15,1,0,0,0,0,0,0,0,0,0,0,3,18,8,10,5,5,0,
723,Rasheen Ali,24,BAL,RB,15,0,0,0,0,0,0,0,0,0,0,0,0,9,7,2,0,0,0,
724,Josh Blackwell,26,CHI,DB,15,0,0,0,0,0,0,0,2,1,0,0,0,9,3,6,0,0,0,
725,Beau Brade,23,NYG,S,15,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,
726,John Bullock,24,TAM,LB,15,0,0,0,0,0,0,0,0,0,0,0,0,10,3,7,0,0,0,
727,DJ Davidson,26,NYG,DL,15,0,0,0,0,0,1,0,0,0,0,0,0,9,6,3,1,0,0,
728,Ka'imi Fairbairn,31,HOU,K,15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,
729,Jake Hansen,27,HOU,LB,15,0,0,0,0,0,0,0,0,0,0,0,0,19,11,8,0,0,0,
730,Neville Hewitt,32,NYG,LB,15,0,0,0,0,0,0,0,0,0,0,0,0,12,5,7,0,0,0,
731,Derion Kendrick,25,2TM,CB,15,0,2,0,0,0,5,0,0,0,0,0,0,10,7,3,1,0,0,
731,Derion Kendrick,25,SEA,CB,10,0,2,0,0,0,5,0,0,0,0,0,0,7,4,3,1,0,0,
731,Derion Kendrick,25,LAR,CB,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,
732,Chase Lucas,28,SFO,CB,15,0,0,0,0,0,1,0,0,0,0,0,0,9,6,3,0,1,0,
733,PJ Mustipher,26,ARI,DT,15,0,0,0,0,0,1,0,0,0,0,0,0,32,11,21,1,0,0,
734,Maema Njongmeta,24,CAR,LB,15,0,0,0,0,0,0,1,0,0,0,0,0,10,4,6,0,0,0,
735,Trevor Nowaske,27,DET,LB,15,0,0,0,0,0,0,0,0,1,0,0,1,22,9,13,2,2,0,
736,Elijah Ponder,23,NWE,LB,15,0,0,0,0,0,0,0,0,2,18,0,4,24,14,10,4,5,0,
737,Matt Prater,41,BUF,K,15,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,
738,Decamerion Richardson,24,LVR,CB,15,0,0,0,0,0,0,0,0,0,0,0,0,11,9,2,0,0,0,
739,Will Shipley,23,PHI,RB,15,0,0,0,0,0,0,1,1,0,0,0,0,8,6,2,0,0,0,
740,Bhayshul Tuten,22,JAX,RB,15,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,
741,Josh Wallace,25,LAR,CB,15,0,1,56,0,56,3,0,0,0,0,0,0,20,18,2,0,1,0,
742,Markees Watts,26,TAM,OLB,15,0,0,0,0,0,0,0,0,0,0,0,0.5,9,2,7,0,1,0,
743,Tyrus Wheat,26,DET,DE,15,0,0,0,0,0,1,1,0,0,0,0,1.5,15,7,8,1,2,0,
744,Joshua Williams,26,KAN,CB,15,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,0,0,0,
745,Charles Woods,25,NWE,CB,15,0,0,0,0,0,1,0,0,0,0,0,0,12,10,2,0,0,0,
746,Christian Benford,25,BUF,CB,14,14,2,63,1,63,4,0,0,2,23,1,2,43,32,11,4,2,0,
747,Jamel Dean,29,TAM,CB,14,14,3,74,1,55,9,2,0,0,0,0,1,46,38,8,1,2,0,
748,Minkah Fitzpatrick,29,MIA,S,14,14,1,7,0,7,6,1,0,2,0,0,1,82,59,23,4,2,0,
749,Cordale Flott,24,NYG,CB,14,14,1,68,0,68,11,1,0,0,0,0,0,38,27,11,3,0,0,
750,Christian Gonzalez,23,NWE,CB,14,14,0,0,0,0,10,0,0,0,0,0,0,69,54,15,1,0,0,PB
751,Renardo Green,25,SFO,CB,14,14,0,0,0,0,10,0,0,0,0,0,0,60,36,24,0,0,0,
752,Jevon Holland,25,NYG,S,14,14,1,3,0,3,5,0,0,0,0,0,0,63,38,25,0,0,0,
753,Cam Jurgens,26,PHI,OL,14,14,0,0,0,0,0,0,1,0,-12,0,0,0,0,0,0,0,0,PB
754,Patrick Mahomes,30,KAN,QB,14,14,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,
755,Josh Metellus,27,MIN,S,14,14,2,0,0,0,6,0,0,0,0,0,0.5,86,42,44,1,2,0,
756,Joey Porter Jr.,25,PIT,CB,14,14,1,0,0,0,14,0,0,0,0,0,1,52,35,17,0,0,0,
757,Cesar Ruiz,26,NOR,OL,14,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
758,C.J. Stroud,24,HOU,QB,14,14,0,0,0,0,0,0,2,1,-11,0,0,0,0,0,0,0,0,
759,Patrick Surtain II,25,DEN,CB,14,14,1,0,0,0,12,0,0,0,0,0,0,47,37,10,1,0,0,PBAP-2
760,Tua Tagovailoa,27,MIA,QB,14,14,0,0,0,0,0,0,8,4,-20,0,0,0,0,0,0,0,0,
761,Quay Walker,25,GNB,LB,14,14,0,0,0,0,5,0,0,0,0,0,2.5,128,58,70,8,7,0,
762,T.J. Watt,31,PIT,LB,14,14,2,13,0,13,8,3,0,2,0,0,7,55,23,32,10,19,0,PB
763,Spencer Brown,27,BUF,T,14,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
764,Teddye Buchanan,23,BAL,LB,14,13,0,0,0,0,1,1,0,0,0,0,0.5,93,49,44,5,2,0,
765,Jermaine Johnson II,26,NYJ,LB,14,13,0,0,0,0,2,0,0,0,0,0,3,43,22,21,5,6,0,
766,Brandon Jones,27,DEN,S,14,13,1,0,0,0,7,0,0,1,0,0,0.5,78,43,35,0,2,0,
767,Micah Parsons,26,GNB,DL,14,13,0,0,0,0,1,2,0,0,0,0,12.5,41,19,22,12,27,0,PBAP-1AP DPoY-3
768,Jalen Pitre,26,HOU,S,14,13,4,18,0,12,12,0,0,0,0,0,0,74,43,31,3,0,0,
769,Rhamondre Stevenson,27,NWE,RB,14,13,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,
770,Xavier Worthy,22,KAN,WR,14,13,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,
771,Jacoby Brissett,33,ARI,QB,14,12,0,0,0,0,0,0,5,1,-2,0,0,0,0,0,0,0,0,
772,Leo Chenal,25,KAN,LB,14,12,1,0,0,0,2,0,0,0,0,0,2,58,25,33,2,5,0,
773,Jaxson Dart,22,NYG,QB,14,12,0,0,0,0,0,0,5,1,-4,0,0,0,0,0,0,0,0,AP ORoY-4
774,Darius Slayton,28,NYG,WR,14,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
775,Travon Walker,25,JAX,DE,14,12,0,0,0,0,2,0,0,0,0,0,3.5,38,19,19,8,13,0,
776,Nick Emmanwori,21,SEA,S,14,11,1,0,0,0,11,0,0,0,0,0,2.5,81,56,25,9,4,0,AP DRoY-2
777,Julian Hill,25,MIA,TE,14,11,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,
778,Adoree' Jackson,30,PHI,CB,14,10,1,1,0,1,11,0,0,0,0,0,0,55,40,15,0,0,0,
779,Quentin Johnston,24,LAC,WR,14,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
780,Joseph Ossai,25,CIN,DE,14,9,0,0,0,0,0,2,0,0,0,0,5,43,21,22,9,12,0,
781,Alex Wright,25,CLE,DE,14,9,0,0,0,0,1,1,0,0,0,0,5.5,37,21,16,12,9,0,
782,Tatum Bethune,24,SFO,LB,14,8,0,0,0,0,4,0,0,0,0,0,1,94,39,55,4,1,0,
783,Theo Jackson,27,MIN,S,14,8,0,0,0,0,1,1,0,1,9,0,2,47,22,25,3,2,0,
784,Benito Jones,28,MIA,DT,14,8,0,0,0,0,1,0,0,0,0,0,1,15,6,9,2,1,0,
785,Khyiris Tonga,29,NWE,DL,14,8,0,0,0,0,2,0,0,0,0,0,0,24,9,15,2,2,0,
786,Kaiir Elam,24,2TM,CB,14,7,0,0,0,0,2,0,0,2,9,0,0,33,22,11,1,0,0,
786,Kaiir Elam,24,DAL,CB,10,7,0,0,0,0,1,0,0,0,0,0,0,29,19,10,0,0,0,
786,Kaiir Elam,24,TEN,CB,4,0,0,0,0,0,1,0,0,2,9,0,0,4,3,1,1,0,0,
787,Isaiah Likely,25,BAL,TE,14,7,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,
788,Kenny Moore,30,IND,CB,14,7,1,32,1,32,6,2,0,0,0,0,1.5,55,34,21,3,3,0,
789,Dyami Brown,26,JAX,WR,14,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
790,Shemar James,21,DAL,LB,14,6,0,0,0,0,0,1,0,0,0,0,1.5,91,40,51,2,5,0,
791,Chidobe Awuzie,30,BAL,CB,14,5,0,0,0,0,7,0,0,0,0,0,0,43,29,14,0,1,0,
792,Johnathan Edwards,24,IND,CB,14,5,0,0,0,0,3,0,0,0,0,0,0,26,19,7,0,0,0,
793,Marcus Harris,24,TEN,CB,14,5,0,0,0,0,5,1,0,0,0,0,0,28,18,10,1,0,0,
794,Chris Moore,32,WAS,WR,14,5,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,
795,Quintin Morris,26,JAX,TE,14,5,0,0,0,0,0,0,0,0,0,0,0,8,4,4,0,0,0,
796,James Pierre,29,PIT,CB,14,5,1,9,0,9,11,0,0,1,34,1,0,30,14,16,1,0,0,
797,Mykal Walker,28,NYJ,LB,14,5,0,0,0,0,1,0,0,0,0,0,0,31,9,22,1,0,0,
798,Claudin Cherelus,27,CAR,LB,14,4,0,0,0,0,1,0,0,0,0,0,0,32,14,18,0,0,0,
799,Grady Jarrett,32,CHI,DL,14,4,0,0,0,0,3,0,0,0,0,0,1.5,39,14,25,1,8,0,
800,Kris Jenkins,24,CIN,DT,14,4,0,0,0,0,1,0,0,0,0,0,1.5,36,18,18,2,3,0,
801,Derick Hall,24,SEA,OLB,14,3,0,0,0,0,2,0,0,0,0,0,2,30,11,19,3,13,0,
802,Cole Holcomb,29,PIT,LB,14,3,0,0,0,0,0,1,0,0,0,0,0,37,24,13,0,0,0,
803,Anfernee Jennings,28,NWE,LB,14,3,0,0,0,0,0,0,0,1,0,0,2,26,15,11,5,7,0,
804,Avonte Maddox,29,DET,CB,14,3,1,0,0,0,4,1,0,0,0,0,0,32,23,9,1,0,0,
805,Roger McCreary,25,2TM,CB,14,3,1,0,0,0,2,0,0,0,0,0,1,37,23,14,1,1,0,
805,Roger McCreary,25,TEN,CB,8,3,1,0,0,0,2,0,0,0,0,0,1,33,21,12,1,1,0,
805,Roger McCreary,25,LAR,CB,6,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,
806,Curtis Robinson,27,SFO,LB,14,3,0,0,0,0,1,0,0,0,0,0,0,42,19,23,1,0,0,
807,Mason Tipton,25,NOR,WR,14,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
808,D'Anthony Bell,29,SEA,S,14,2,0,0,0,0,0,0,0,0,0,0,0.5,15,6,9,1,1,0,
809,Damone Clark,25,2TM,LB,14,2,0,0,0,0,0,0,0,0,0,0,0,28,14,14,0,0,0,
809,Damone Clark,25,DAL,LB,8,2,0,0,0,0,0,0,0,0,0,0,0,14,7,7,0,0,0,
809,Damone Clark,25,HOU,LB,6,0,0,0,0,0,0,0,0,0,0,0,0,14,7,7,0,0,0,
810,Josh Newton,25,CIN,CB,14,2,0,0,0,0,3,0,0,0,0,0,0,15,12,3,0,0,0,
811,Isaiah Oliver,29,NYJ,S,14,2,0,0,0,0,3,0,0,0,0,0,0,55,29,26,0,0,0,
812,Jabrill Peppers,30,PIT,S,14,2,0,0,0,0,0,0,0,1,0,0,0,16,7,9,0,0,0,
813,Cameron Sample,26,CIN,DE,14,2,0,0,0,0,0,1,0,0,0,0,2,17,9,8,2,6,0,
814,Tylan Wallace,26,BAL,WR,14,2,0,0,0,0,0,0,0,1,0,0,0,8,5,3,0,0,0,
815,Keion White,26,2TM,DE,14,3,0,0,0,0,1,0,0,1,0,0,1.5,18,7,11,2,6,0,
815,Keion White,26,NWE,DE,5,1,0,0,0,0,0,0,0,0,0,0,0,6,2,4,0,0,0,
815,Keion White,26,SFO,DL,9,2,0,0,0,0,1,0,0,1,0,0,1.5,12,5,7,2,6,0,
816,Kei'Trel Clark,24,ARI,CB,14,1,0,0,0,0,2,1,0,0,0,0,0,25,17,8,1,0,0,
817,Samson Ebukam,30,IND,DE,14,1,0,0,0,0,0,0,0,1,0,0,2,33,22,11,5,8,0,
818,Tyrion Ingram-Dawkins,22,MIN,DL,14,1,0,0,0,0,1,0,0,0,0,0,1,12,6,6,2,1,0,
819,Christian Izien,25,TAM,S,14,1,0,0,0,0,0,1,0,0,0,0,0,25,16,9,1,0,0,
820,C.J. Ravenell,25,TEN,DL,14,1,0,0,0,0,0,1,0,0,0,0,0,6,1,5,0,0,0,
821,Barryn Sorrell,23,GNB,DL,14,1,0,0,0,0,0,0,0,1,7,0,1.5,15,7,8,1,3,0,
822,Isaac Yiadom,29,NOR,CB,14,1,0,0,0,0,0,0,0,0,0,0,0,26,19,7,1,0,0,
823,Zayne Anderson,28,GNB,S,14,0,0,0,0,0,0,0,0,2,0,0,0,15,5,10,0,0,0,
824,Ethan Bonner,26,MIA,CB,14,0,1,0,0,0,2,0,0,1,0,0,0,15,7,8,1,0,0,
825,Mario Edwards,31,HOU,DT,14,0,0,0,0,0,0,0,0,0,0,0,1.5,13,6,7,2,4,0,
826,B.J. Green,22,JAX,DL,14,0,0,0,0,0,0,0,0,1,0,0,2,15,6,9,2,1,0,
827,Isaac Guerendo,25,SFO,RB,14,0,0,0,0,0,0,1,0,0,0,0,0,4,2,2,0,0,0,
828,Ty Hamilton,23,LAR,DT,14,0,0,0,0,0,0,0,0,0,0,0,0,11,1,10,0,1,0,
829,Austin Johnson,31,JAX,DT,14,0,0,0,0,0,1,1,0,0,0,0,1,12,4,8,0,1,0,
830,Charlie Jones,27,CIN,WR,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
831,PJ Jules,24,CIN,S,14,0,0,0,0,0,0,0,0,0,0,0,0,18,10,8,1,0,0,
832,Kobe King,22,2TM,LB,14,0,0,0,0,0,0,0,0,0,0,0,0,10,5,5,0,0,0,
832,Kobe King,22,MIN,LB,5,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,
832,Kobe King,22,NYJ,LB,9,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,
833,Jack Kiser,25,JAX,LB,14,0,0,0,0,0,0,0,0,0,0,0,0,14,5,9,0,0,0,
834,Brandon McManus,34,GNB,K,14,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,
835,David Ojabo,25,BAL,OLB,14,0,0,0,0,0,0,0,0,0,0,0,0.5,16,7,9,0,2,0,
836,Nikko Remigio,26,KAN,WR,14,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,
837,CJ West,23,SFO,DT,14,0,0,0,0,0,0,0,0,0,0,0,1,21,12,9,2,1,0,
838,Chris Williams,27,CHI,DT,14,0,0,0,0,0,0,0,0,0,0,0,1,14,6,8,1,2,0,
839,Colson Yankoff,25,WAS,TE,14,0,0,0,0,0,0,0,0,0,0,0,0,10,4,6,0,0,0,
840,Will Campbell,21,NWE,OT,13,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
841,Blake Cashman,29,MIN,LB,13,13,0,0,0,0,2,1,0,0,0,0,2,144,61,83,4,3,0,
842,Divine Deablo,27,ATL,LB,13,13,0,0,0,0,7,0,0,1,0,0,1,73,38,35,5,2,0,
843,Tremaine Edmunds,27,CHI,LB,13,13,4,10,0,10,9,0,0,1,0,0,1,112,61,51,3,3,0,
844,Zach Ertz,35,WAS,TE,13,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
845,Da'Shawn Hand,30,LAC,DL,13,13,1,7,0,7,4,0,1,0,0,0,1.5,29,18,11,5,5,0,
846,Alex Highsmith,28,PIT,LB,13,13,0,0,0,0,3,1,0,0,0,0,9.5,50,36,14,15,19,0,
847,Lamar Jackson,28,BAL,QB,13,13,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,
848,Daniel Jones,28,IND,QB,13,13,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,
849,JC Latham,22,TEN,OT,13,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
850,Zyon McCollum,26,TAM,CB,13,13,1,19,0,19,6,0,0,0,0,0,0,65,45,20,1,0,0,
851,Trent McDuffie,25,KAN,CB,13,13,1,2,0,2,7,1,0,0,0,0,1,63,45,18,2,1,0,
852,Robert Spillane,30,NWE,LB,13,13,2,70,0,37,5,1,0,0,0,0,1,97,48,49,4,0,0,
853,Wyatt Teller,31,CLE,G,13,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
854,Andrew Thomas,26,NYG,T,13,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
855,Jared Wilson,22,NWE,C,13,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
856,Michael Mayer,24,LVR,TE,13,12,0,0,0,0,0,0,1,0,0,0,0,5,4,1,0,0,0,
857,Isiah Pacheco,26,KAN,RB,13,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
858,Haason Reddick,31,TAM,OLB,13,12,0,0,0,0,1,1,0,0,0,0,2.5,31,18,13,6,6,0,
859,Quincy Williams,29,NYJ,LB,13,12,0,0,0,0,7,0,0,0,0,0,3.5,83,45,38,8,5,0,
860,Austin Corbett,30,CAR,OG,13,11,0,0,0,0,0,0,1,0,-8,0,0,0,0,0,0,0,0,
861,Jordan Meredith,27,LVR,G,13,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
862,Tyler Nubin,24,NYG,S,13,11,0,0,0,0,2,0,0,1,27,1,0,78,49,29,7,0,0,
863,Mason Taylor,21,NYJ,TE,13,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
864,Tyrique Stevenson,25,CHI,DB,13,10,1,3,0,3,10,2,0,2,-19,0,0,49,36,13,1,0,0,
865,Kimani Vidal,24,LAC,RB,13,10,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,
866,Noah Sewell,23,CHI,LB,13,9,0,0,0,0,0,1,0,0,0,0,0,59,33,26,3,0,0,
867,Tony Jefferson,33,LAC,S,13,8,4,5,0,3,7,0,0,0,0,0,0,57,37,20,1,2,0,
868,Taron Johnson,29,BUF,CB,13,8,0,0,0,0,4,0,0,0,0,0,0,57,34,23,1,0,0,
869,Kyu Blu Kelly,24,LVR,CB,13,8,3,26,0,26,6,0,0,1,3,0,0,40,31,9,1,0,0,
870,C.J. Gardner-Johnson,28,2TM,S,13,10,2,60,0,32,4,1,0,0,0,0,3,66,46,20,5,6,0,
870,C.J. Gardner-Johnson,28,HOU,S,3,3,0,0,0,0,0,0,0,0,0,0,0,15,11,4,0,1,0,
870,C.J. Gardner-Johnson,28,CHI,S,10,7,2,60,0,32,4,1,0,0,0,0,3,51,35,16,5,5,0,
871,Chris Rodriguez,25,WAS,RB,13,7,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,
872,Jadeveon Clowney,32,DAL,DE,13,6,0,0,0,0,4,1,0,2,0,0,8.5,41,24,17,12,10,0,
873,Keon Coleman,22,BUF,WR,13,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
874,Joe Flacco,40,2TM,QB,13,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,PB
874,Joe Flacco,40,CLE,QB,4,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,
874,Joe Flacco,40,CIN,QB,9,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
875,Eddie Goldman,31,WAS,DT,13,6,0,0,0,0,0,0,0,0,0,0,0,26,10,16,4,1,0,
876,Tyler Conklin,30,LAC,TE,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
877,Malachi Corley,23,CLE,WR,13,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,
878,Taysom Hill,35,NOR,TE,13,5,0,0,0,0,0,0,3,2,0,0,0,2,2,0,0,0,0,
879,LaCale London,28,ATL,DL,13,5,0,0,0,0,1,1,0,0,0,0,5,30,17,13,7,4,0,
880,Ja'Tavion Sanders,22,CAR,TE,13,5,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,
881,Elijah Arroyo,22,SEA,TE,13,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
882,Michael Carter II,26,2TM,CB,13,5,0,0,0,0,2,0,0,0,0,0,0,24,12,12,1,0,0,
882,Michael Carter II,26,NYJ,CB,5,4,0,0,0,0,2,0,0,0,0,0,0,14,9,5,1,0,0,
882,Michael Carter II,26,PHI,CB,8,1,0,0,0,0,0,0,0,0,0,0,0,10,3,7,0,0,0,
