Rk,Player,Age,Team,Pos,G,GS,Int,Int Yds,IntTD,Lng Int,PD,FF,Fmb,FR,Yds,FR TD,Sack,Comb Tackles,Solo Tackles,Tackle Ast,TFL,QBHits,Safety,Awards
220,Amik Robertson,27,DET,CB,17,10,1,2,0,2,12,2,0,0,0,0,0,52,43,9,2,0,0,
221,Dallas Turner,22,MIN,OLB,17,10,0,0,0,0,3,4,0,0,0,0,8,66,29,37,11,15,0,
222,Tyleik Williams,22,DET,DT,17,10,0,0,0,0,4,0,0,0,0,0,1,18,8,10,2,3,0,
223,Dane Belton,25,NYG,S,17,9,1,8,0,8,5,3,0,0,0,0,2,120,60,60,3,2,0,
224,Blake Brandel,28,MIN,G,17,9,0,0,0,0,0,0,1,1,-22,0,0,0,0,0,0,0,0,
225,Oren Burks,30,CIN,LB,17,9,0,0,0,0,1,1,0,1,0,0,0,48,17,31,1,0,0,
226,Zaven Collins,26,ARI,OLB,17,9,0,0,0,0,0,0,0,2,3,1,1.5,40,26,14,6,10,0,
227,Donovan Ezeiruaku,22,DAL,DE,17,9,0,0,0,0,0,1,0,0,0,0,2,40,20,20,9,12,1,
228,Luke Gifford,30,SFO,LB,17,9,0,0,0,0,1,0,0,1,0,0,0,35,12,23,0,0,0,PB
229,Jalyx Hunt,24,PHI,OLB,17,9,3,53,1,42,3,2,0,1,0,0,6.5,52,28,24,9,24,0,
230,Antonio Johnson,24,JAX,S,17,9,5,107,1,58,9,0,0,0,0,0,2,58,37,21,2,1,0,
231,Moro Ojomo,24,PHI,DT,17,9,0,0,0,0,1,0,0,0,0,0,6,38,17,21,6,12,0,
232,Jaelan Phillips,26,2TM,DT,17,17,0,0,0,0,4,1,0,2,4,0,5,53,29,24,7,14,0,
232,Jaelan Phillips,26,MIA,DT,9,9,0,0,0,0,0,0,0,1,4,0,3,25,15,10,3,7,0,
232,Jaelan Phillips,26,PHI,OLB,8,8,0,0,0,0,4,1,0,1,0,0,2,28,14,14,4,7,0,
233,Elijah Roberts,24,TAM,DL,17,9,0,0,0,0,3,0,0,1,0,0,2,14,10,4,2,5,0,
234,Tyrell Shavers,26,BUF,WR,17,9,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,
235,Jowon Briggs,24,NYJ,DT,17,8,0,0,0,0,0,1,0,0,0,0,4,38,19,19,8,10,0,
236,Denzel Burke,23,ARI,CB,17,8,3,20,0,16,11,0,0,0,0,0,0,49,34,15,2,0,0,
237,Neville Gallimore,28,IND,DT,17,8,0,0,0,0,3,0,0,0,0,0,3.5,38,18,20,4,6,0,
238,Dennis Gardeck,31,JAX,OLB,17,8,0,0,0,0,2,1,0,0,0,0,2.5,48,28,20,6,9,0,
239,Jack Gibbens,27,NWE,LB,17,8,0,0,0,0,4,1,0,1,0,0,1,81,43,38,8,3,0,
240,Marcus Jones,27,NWE,CB,17,8,3,65,1,33,11,0,2,3,0,0,2,65,47,18,8,2,0,AP-2
241,Kamren Kinchens,23,LAR,S,17,8,2,53,0,31,6,0,0,2,13,0,0,84,56,28,0,2,0,
242,Jordan Magee,24,WAS,LB,17,8,0,0,0,0,1,0,0,0,0,0,0,54,31,23,3,0,0,
243,Isaiah McGuire,24,CLE,DE,17,8,0,0,0,0,0,1,0,0,0,0,2,30,17,13,8,6,0,
244,Jalen Nailor,26,MIN,WR,17,8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
245,Ruke Orhorhoro,24,ATL,DT,17,8,0,0,0,0,1,0,0,0,0,0,3.5,25,12,13,4,6,0,
246,Andru Phillips,24,NYG,CB,17,8,2,56,0,56,12,0,0,1,0,0,0,66,49,17,9,0,0,
247,Jeremy Reaves,29,WAS,S,17,8,1,28,0,28,7,0,0,0,0,0,1,91,57,34,5,2,0,
248,Nic Scourton,21,CAR,OLB,17,8,0,0,0,0,1,1,0,0,0,0,5,47,20,27,7,9,0,
249,Rachaad White,26,TAM,RB,17,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,
250,Adetomiwa Adebawore,24,IND,DT,17,7,0,0,0,0,0,0,0,1,0,0,4,36,14,22,5,6,0,
251,Javon Bullard,23,GNB,S,17,7,0,0,0,0,3,0,0,1,0,0,0,83,49,34,2,1,0,
252,Jacory Croskey-Merritt,24,WAS,RB,17,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,
253,Troy Franklin,22,DEN,WR,17,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
254,RJ Harvey,24,DEN,RB,17,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
255,Brock Hoffman,26,DAL,C,17,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
256,Charlie Kolar,26,BAL,TE,17,7,0,0,0,0,0,0,0,0,0,0,0,8,1,7,0,0,0,
257,Jason Pinnock,26,SFO,S,17,7,0,0,0,0,0,0,0,0,0,0,0,41,27,14,1,0,0,
258,Luke Schoonmaker,27,DAL,TE,17,7,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,
259,Jonnu Smith,30,PIT,TE,17,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,
260,Mo Alie-Cox,32,IND,TE,17,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,
261,Abdul Carter,22,NYG,OLB,17,6,0,0,0,0,0,2,0,2,-3,0,4,43,25,18,7,23,0,AP DRoY-5
262,Mohamoud Diabate,24,CLE,LB,17,6,0,0,0,0,0,1,0,1,0,0,0,49,22,27,3,0,0,
263,Carl Granderson,29,NOR,DE,17,6,1,0,0,0,4,0,0,0,0,0,6,57,35,22,11,9,0,
264,Jaylen McCollough,25,LAR,S,17,6,0,0,0,0,4,0,0,0,0,0,2,51,36,15,2,2,0,
265,Ivan Pace,25,MIN,LB,17,6,0,0,0,0,0,0,0,0,0,0,1,62,34,28,2,6,0,
266,Dalton Schultz,29,HOU,TE,17,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
267,Trenton Simpson,24,BAL,LB,17,6,0,0,0,0,1,0,0,0,0,0,2.5,66,34,32,4,4,0,
268,Malik Washington,24,MIA,WR,17,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
269,Jordan Whittington,25,LAR,WR,17,6,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,
270,Rock Ya-Sin,29,DET,CB,17,6,0,0,0,0,9,0,0,0,0,0,0,47,27,20,0,2,0,
271,Davis Allen,24,LAR,TE,17,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,
272,Jahdae Barron,24,DEN,CB,17,5,1,0,0,0,5,0,0,1,0,0,0,35,24,11,0,0,0,
273,Bobby Brown,25,CAR,NT,17,5,0,0,0,0,1,0,0,0,0,0,0.5,31,13,18,3,1,0,
274,Jamaree Caldwell,25,LAC,DT,17,5,0,0,0,0,1,1,0,0,0,0,1,31,14,17,5,1,0,
275,Kenneth Grant,22,MIA,DT,17,5,0,0,0,0,1,0,0,0,0,0,2,33,15,18,2,5,0,
276,Shelby Harris,34,CLE,DT,17,5,0,0,0,0,4,0,0,0,0,0,1,32,15,17,7,5,0,
277,Marist Liufau,24,DAL,LB,17,5,0,0,0,0,0,1,0,0,0,0,1,30,17,13,1,3,0,
278,Hunter Luepke,25,DAL,RB,17,5,0,0,0,0,0,0,0,0,0,0,0,13,4,9,0,0,0,
279,Jacob Parrish,21,TAM,CB,17,5,2,3,0,3,7,0,0,1,0,0,2,76,50,26,7,3,0,
280,Quincy Riley,24,NOR,CB,17,5,1,0,0,0,10,1,0,0,0,0,0,35,29,6,0,0,0,
281,Brevyn Spann-Ford,26,DAL,TE,17,5,0,0,0,0,0,0,0,0,0,0,0,20,9,11,0,0,0,
282,Reddy Steward,24,DAL,CB,17,5,0,0,0,0,3,1,0,0,0,0,1.5,63,40,23,5,2,0,
283,Jay Ward,25,MIN,S,17,5,0,0,0,0,0,0,0,1,0,0,0,27,13,14,1,0,0,
284,Nohl Williams,23,KAN,DB,17,5,0,0,0,0,7,0,0,0,0,0,1,48,30,18,4,1,0,
285,Sam Williams,26,DAL,DE,17,5,0,0,0,0,2,1,0,1,0,0,1,37,23,14,7,4,0,
286,Jamal Adams,30,LVR,LB,17,4,0,0,0,0,0,1,0,0,0,0,1,45,30,15,5,2,0,
287,Jerome Baker,29,CLE,LB,17,4,0,0,0,0,0,2,0,0,0,0,1.5,40,11,29,3,1,0,
288,Cory Durden,26,NWE,NT,17,4,0,0,0,0,0,0,0,0,0,0,0,30,10,20,5,1,0,
289,Luke Farrell,28,SFO,TE,17,4,0,0,0,0,0,0,1,2,3,0,0,7,3,4,0,0,0,
290,Greg Gaines,29,TAM,DL,17,4,0,0,0,0,0,0,0,0,0,0,2,23,12,11,3,2,0,
291,TreVeyon Henderson,23,NWE,RB,17,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,AP ORoY-3
292,Kareem Hunt,30,KAN,RB,17,4,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,
293,Cameron Lewis,28,BUF,DB,17,4,0,0,0,0,4,2,0,0,0,0,0,43,33,10,1,0,0,
294,Boye Mafe,27,SEA,LB,17,4,0,0,0,0,5,1,0,0,0,0,2,31,11,20,4,4,0,
295,David Martin-Robinson,26,TEN,TE,17,4,0,0,0,0,0,0,0,0,0,0,0,10,5,5,0,0,0,
296,Blake Whiteheart,25,CLE,TE,17,4,0,0,0,0,0,0,1,1,0,0,0,10,4,6,0,0,0,
297,Payton Wilson,25,PIT,LB,17,4,1,17,0,17,2,0,0,1,0,0,2,126,74,52,6,4,0,
298,Keenan Allen,33,LAC,WR,17,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,
299,Markquese Bell,26,DAL,S,17,3,1,24,0,24,3,1,0,0,0,0,0,41,20,21,1,1,0,
300,Yahya Black,23,PIT,DE,17,3,0,0,0,0,1,2,0,1,0,0,0,28,10,18,0,1,0,
301,Sydney Brown,25,PHI,S,17,3,0,0,0,0,0,0,0,0,0,0,0,34,17,17,0,0,0,
302,Arnold Ebiketie,26,ATL,DE,17,3,0,0,0,0,1,0,0,0,0,0,2,36,17,19,5,6,0,
303,Kingsley Enagbare,25,GNB,DL,17,3,0,0,0,0,0,0,0,0,0,0,2,39,16,23,6,9,0,
304,Kylen Granson,27,PHI,TE,17,3,0,0,0,0,0,0,0,0,0,0,0,18,9,9,0,0,0,
305,Jaden Hicks,23,KAN,DB,17,3,0,0,0,0,4,0,0,0,0,0,0.5,42,29,13,0,2,0,
306,Rayshawn Jenkins,31,CLE,S,17,3,1,9,0,9,1,1,0,1,0,0,0,45,19,26,0,0,0,
307,Jarrian Jones,24,JAX,CB,17,3,3,13,0,13,8,0,0,1,0,0,0,49,35,14,6,1,0,
308,Malcolm Koonce,27,LVR,DE,17,3,0,0,0,0,0,1,0,0,0,0,4.5,30,14,16,6,13,0,
309,Darrell Luter,25,SFO,CB,17,3,0,0,0,0,1,0,0,1,0,0,0,28,17,11,1,0,0,
310,Chris Manhertz,33,NYG,TE,17,3,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,
311,Ja'Quan McMillian,25,DEN,CB,17,3,2,61,1,45,9,2,1,0,0,0,4,56,40,16,5,4,0,
312,Von Miller,36,WAS,LB,17,3,0,0,0,0,0,0,0,0,0,0,9,26,16,10,6,15,0,
313,James Pearce,22,ATL,DE,17,3,0,0,0,0,5,1,0,1,27,0,10.5,26,17,9,10,16,0,AP DRoY-3
314,Adam Prentice,28,DEN,FB,17,3,0,0,0,0,0,0,0,0,0,0,0,11,3,8,0,0,0,
315,Kelee Ringo,23,PHI,CB,17,3,0,0,0,0,2,1,0,1,0,0,0,37,29,8,1,0,0,
316,Ben Skowronek,28,PIT,WR,17,3,0,0,0,0,0,0,0,1,0,0,0,21,11,10,0,0,0,PB
317,Dante Stills,26,ARI,DL,17,3,0,0,0,0,1,0,0,0,0,0,0,34,17,17,2,2,0,
318,Jerry Tillery,29,KAN,DL,17,3,0,0,0,0,0,0,0,1,0,0,1.5,20,8,12,2,2,0,
319,Dante Trader,22,MIA,S,17,3,0,0,0,0,1,1,0,1,0,0,0,55,29,26,0,0,0,
320,Tyree Wilson,25,LVR,DE,17,3,0,0,0,0,1,2,0,1,0,0,4,35,25,10,8,6,1,
321,Kris Abrams-Draine,24,DEN,CB,17,2,0,0,0,0,1,0,0,0,0,0,0,30,21,9,1,0,0,
322,Tyler Allgeier,25,ATL,RB,17,2,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,
323,Joe Andreessen,25,BUF,LB,17,2,0,0,0,0,0,0,0,0,0,0,0,35,14,21,2,2,0,
324,Andrew Beck,29,NYJ,FB,17,2,0,0,0,0,0,0,0,0,0,0,0,8,4,4,0,0,0,
325,Kenneth Gainwell,26,PIT,RB,17,2,0,0,0,0,0,1,2,1,0,0,0,3,2,1,0,0,0,
326,Willie Gay Jr.,27,MIA,LB,17,2,0,0,0,0,2,0,0,0,0,0,2,20,10,10,3,2,0,
327,Reggie Gilliam,28,BUF,FB,17,2,0,0,0,0,0,0,0,0,0,0,0,13,6,7,0,0,0,
328,Ashton Gillotte,23,KAN,DE,17,2,1,14,0,14,1,0,0,0,0,0,1.5,38,14,24,3,8,0,
329,Mike Green,22,BAL,OLB,17,2,0,0,0,0,0,0,0,1,0,0,3.5,41,17,24,7,14,0,
330,Jaylen Harrell,23,TEN,OLB,17,2,0,0,0,0,0,1,0,0,0,0,4.5,25,14,11,5,8,0,
331,Connor Heyward,26,PIT,TE,17,2,0,0,0,0,0,0,0,0,0,0,0,9,3,6,0,0,0,
332,Ty'Ron Hopper,24,GNB,LB,17,2,0,0,0,0,0,1,0,0,0,0,0,24,10,14,1,0,0,
333,Ventrell Miller,26,JAX,LB,17,2,1,0,0,0,4,2,0,0,0,0,0,38,17,21,0,0,0,
334,Jer'Zhan Newton,23,WAS,DT,17,2,0,0,0,0,1,1,0,0,0,0,5,38,21,17,4,9,0,
335,Odafe Oweh,27,2TM,OLB,17,4,0,0,0,0,0,0,0,0,0,0,7.5,38,20,18,9,18,0,
335,Odafe Oweh,27,BAL,OLB,5,2,0,0,0,0,0,0,0,0,0,0,0,10,5,5,1,5,0,
335,Odafe Oweh,27,LAC,OLB,12,2,0,0,0,0,0,0,0,0,0,0,7.5,28,15,13,8,13,0,
336,Durham Smythe,30,CHI,TE,17,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,
337,Jake Tonges,26,SFO,TE,17,2,0,0,0,0,0,0,0,1,0,0,0,5,3,2,0,0,0,
338,Emanuel Wilson,26,GNB,RB,17,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,
339,LeQuint Allen,21,JAX,RB,17,1,0,0,0,0,0,1,0,2,0,0,0,3,1,2,0,0,0,
340,K.J. Britt,26,MIA,LB,17,1,0,0,0,0,0,0,0,0,0,0,0,35,12,23,0,1,0,
341,Natrone Brooks,26,ATL,CB,17,1,0,0,0,0,2,0,1,0,0,0,0,10,8,2,0,0,0,
342,Jack Cochrane,26,KAN,LB,17,1,1,0,0,0,1,0,0,1,0,0,0,20,7,13,0,0,0,
343,Tyler Davis,25,LAR,DE,17,1,0,0,0,0,2,0,0,1,0,0,1,43,14,29,1,2,0,
344,Justin Eboigbe,24,LAC,DL,17,1,0,0,0,0,0,0,0,0,0,0,6,39,27,12,7,10,0,
345,Cameron Goode,27,MIA,LB,17,1,0,0,0,0,1,0,0,0,0,0,0,22,8,14,0,0,0,
346,Ollie Gordon,21,MIA,RB,17,1,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,
347,Daniel Hardy,27,CHI,DL,17,1,0,0,0,0,0,0,0,0,0,0,0,22,7,15,0,1,0,
348,James Lynch,26,TEN,DL,17,1,0,0,0,0,1,0,0,0,0,0,0.5,25,14,11,1,3,0,
349,Cooper McDonald,24,KAN,LB,17,1,0,0,0,0,0,0,0,0,0,0,0,25,10,15,1,0,0,
350,Jeremy McNichols,30,WAS,RB,17,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,
351,Kyle Monangai,23,CHI,RB,17,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,
352,Tyler Owens,24,WAS,S,17,1,0,0,0,0,0,0,0,0,0,0,0,13,9,4,0,0,0,
353,Del'Shawn Phillips,29,LAC,LB,17,1,0,0,0,0,0,0,0,1,0,0,1,37,16,21,1,2,0,AP-2
354,Danny Pinter,29,IND,C,17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
355,Teagan Quitoriano,25,ATL,TE,17,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,
356,Troy Reeder,31,LAR,LB,17,1,0,0,0,0,2,0,0,0,0,0,0,25,17,8,0,0,0,
357,Brady Russell,27,SEA,FB,17,1,0,0,0,0,0,0,0,1,3,0,0,14,10,4,0,0,0,
358,Jack Sawyer,23,PIT,OLB,17,1,2,31,0,27,4,0,0,0,0,0,1,34,16,18,3,6,0,
359,Brashard Smith,22,KAN,RB,17,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,
360,Tremon Smith,29,HOU,CB,17,1,0,0,0,0,2,0,1,0,0,0,0,23,13,10,1,0,0,
361,Javon Solomon,24,BUF,DE,17,1,0,0,0,0,0,0,0,0,0,0,1,17,11,6,1,2,0,
362,T.J. Tampa,23,BAL,CB,17,1,1,0,0,0,2,0,0,0,0,0,0,29,21,8,0,0,0,
363,Ja'Sir Taylor,26,2TM,CB,17,1,0,0,0,0,1,0,0,0,0,0,0,21,12,9,0,0,0,
363,Ja'Sir Taylor,26,LAC,DB,9,0,0,0,0,0,0,0,0,0,0,0,0,8,6,2,0,0,0,
363,Ja'Sir Taylor,26,NYJ,CB,8,1,0,0,0,0,1,0,0,0,0,0,0,13,6,7,0,0,0,
364,Jeremiah Trotter Jr.,23,PHI,LB,17,1,0,0,0,0,0,0,0,0,0,0,0,32,15,17,1,2,0,
365,Eyioma Uwazurike,27,DEN,DL,17,1,0,0,0,0,0,0,0,0,0,0,3.5,39,16,23,5,5,0,
366,Byron Young,25,PHI,DT,17,1,0,0,0,0,0,0,0,1,0,0,2.5,37,13,24,3,4,0,
367,Tycen Anderson,26,CIN,S,17,0,0,0,0,0,1,0,0,0,0,0,0,23,10,13,0,0,0,
368,Julian Ashby,23,NWE,LS,17,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,
369,Brandon Aubrey,30,DAL,K,17,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,PBAP-2
370,Jake Bailey,28,MIA,P,17,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,
371,Derek Barnett,29,HOU,DE,17,0,0,0,0,0,0,0,0,0,0,0,5,21,13,8,8,10,0,
372,Jeffrey Bassa,23,KAN,LB,17,0,0,0,0,0,0,1,0,0,0,0,0,15,6,9,0,0,0,
373,Jake Bates,26,DET,K,17,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,
374,Jacob Bobenmoyer,28,LVR,LS,17,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0,
375,Corey Bojorquez,29,CLE,P,17,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,
376,Andres Borregales,22,NWE,K,17,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,
377,Chris Boswell,34,PIT,K,17,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,
378,Chris Braswell,24,TAM,OLB,17,0,0,0,0,0,0,0,0,0,0,0,1,30,21,9,4,4,0,
379,Christian Braswell,26,JAX,CB,17,0,0,0,0,0,3,0,0,0,0,0,0,14,11,3,2,0,0,
380,Aaron Brewer,35,ARI,LS,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,
381,Austin Brinkman,23,HOU,LS,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,
382,Chris Brooks,25,GNB,RB,17,0,0,0,0,0,0,0,0,0,0,0,0,14,4,10,0,0,0,
383,Carson Bruener,24,PIT,LB,17,0,0,0,0,0,0,0,0,0,0,0,0,19,7,12,0,0,0,
384,Jordan Burch,24,ARI,OLB,17,0,0,0,0,0,3,0,0,0,0,0,1,23,5,18,1,1,0,
385,Harrison Butker,30,KAN,K,17,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,
386,Joe Cardona,33,MIA,LS,17,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,0,0,0,
387,Daniel Carlson,30,LVR,K,17,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,
388,Julius Chestnut,25,TEN,RB,17,0,0,0,0,0,0,0,0,0,0,0,0,17,10,7,0,0,0,
389,AJ Cole III,30,LVR,P,17,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,
390,Logan Cooke,30,JAX,P,17,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,
391,Blake Corum,25,LAR,RB,17,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,
392,Jeremy Crawshaw,24,DEN,P,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,
393,Scott Daly,31,CHI,LS,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,
394,Ray Davis,26,BUF,RB,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,AP-1
395,Evan Deckers,26,TAM,LS,17,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,
396,Andrew DePaola,38,MIN,LS,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,AP-2
397,Cameron Dicker,25,LAC,K,17,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,PB
398,Shaun Dolac,24,LAR,LB,17,0,0,0,0,0,0,0,0,0,0,0,0,25,16,9,2,0,0,
399,Devin Duvernay,28,CHI,WR,17,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,
400,Tommy Eichenberg,24,LVR,LB,17,0,0,0,0,0,1,0,0,0,0,0,0,36,21,15,1,0,0,
401,Jake Elliott,30,PHI,K,17,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,
402,Trevor Etienne,21,CAR,RB,17,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,
403,Ethan Evans,24,LAR,P,17,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,
404,Tai Felton,22,MIN,WR,17,0,0,0,0,0,0,0,0,0,0,0,0,9,5,4,0,0,0,
405,Ryan Fitzgerald,25,CAR,K,17,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,
406,Jaylan Ford,24,NOR,LB,17,0,0,0,0,0,0,0,0,0,0,0,0,11,5,6,0,0,0,
407,Mike Ford,30,ATL,CB,17,0,0,0,0,0,0,0,0,1,0,0,0,19,12,7,0,0,0,
408,Jack Fox,29,DET,P,17,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,
409,Mitchell Fraboni,29,DEN,LS,17,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,
410,Sam Franklin,29,BUF,S,17,0,0,0,0,0,0,0,0,0,0,0,0,13,10,3,0,0,0,
411,Feleipe Franks,28,ATL,TE,17,0,0,0,0,0,0,0,0,0,0,0,0,11,8,3,0,0,0,
412,C.J. Goodwin,35,DAL,CB,17,0,0,0,0,0,0,0,0,0,0,0,0,18,10,8,0,0,0,
413,Hogan Hatten,25,DET,LS,17,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,
414,Josh Hayes,26,TAM,CB,17,0,0,0,0,0,0,1,0,0,0,0,0,15,7,8,0,0,0,
415,Johnny Hekker,35,TEN,P,17,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,
416,Thomas Hennessy,31,NYJ,LS,17,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,
417,Elijah Hicks,26,CHI,DB,17,0,0,0,0,0,0,0,0,0,0,0,0,19,9,10,0,0,0,
418,James Houston,27,DAL,DE,17,0,0,0,0,0,0,1,0,1,0,0,5.5,35,18,17,6,13,0,
419,Jake Hummel,26,BAL,LB,17,0,0,0,0,0,0,0,0,0,0,0,0,18,9,9,1,0,0,
420,Thomas Incoom,26,CAR,OLB,17,0,0,0,0,0,0,0,0,0,0,0,0,17,9,8,0,0,0,
421,DJ Ivey,25,CIN,CB,17,0,0,0,0,0,3,0,0,0,0,0,0,17,10,7,0,0,0,
422,Kameron Johnson,23,TAM,WR,17,0,0,0,0,0,0,0,2,2,0,0,0,3,3,0,0,0,0,
423,Ty Johnson,28,BUF,RB,17,0,0,0,0,0,0,0,1,1,0,0,0,2,1,1,0,0,0,
424,Deion Jones,31,TAM,MLB,17,0,0,0,0,0,0,0,0,0,0,0,0,29,16,13,0,0,0,
425,Devon Key,28,DEN,DB,17,0,0,0,0,0,1,1,0,0,0,0,0,28,19,9,0,0,0,AP-1
426,Christian Kuntz,31,PIT,LS,17,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,
427,Rayuan Lane,22,JAX,S,17,0,0,0,0,0,1,0,0,1,0,0,0,20,12,8,1,0,0,
428,Dylan Laube,26,LVR,RB,17,0,0,0,0,0,0,0,1,0,0,0,0,5,3,2,0,0,0,
429,Cody Lindenberg,23,LVR,LB,17,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,0,0,
430,Cam Little,22,JAX,K,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,
431,Tyler Loop,24,BAL,K,17,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,
432,Roy Lopez,28,DET,DT,17,0,0,0,0,0,1,0,0,0,0,0,2,30,11,19,4,5,0,
433,Marte Mapu,26,NWE,LB,17,0,1,20,0,20,5,1,1,0,0,0,0,25,18,7,0,0,0,
434,Sam Martin,35,CAR,P,17,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,
435,Bam Martin-Scott,25,CAR,LB,17,0,0,0,0,0,0,1,0,0,0,0,0,21,7,14,1,0,0,
436,Ross Matiscik,29,JAX,LS,17,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,PBAP-1
437,Dorian Mausi,23,TEN,LB,17,0,0,0,0,0,0,0,0,1,0,0,0,9,5,4,0,0,0,
438,Liam McCullough,28,ATL,LS,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,
439,Chase McLaughlin,29,TAM,K,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,
440,Donovan McMillon,23,CLE,S,17,0,0,0,0,0,0,0,0,0,0,0,1,15,6,9,1,1,0,
441,Smael Mondon,22,PHI,LB,17,0,0,0,0,0,0,0,0,0,0,0,0,11,4,7,0,0,0,
442,David Montgomery,28,DET,RB,17,0,0,0,0,0,0,0,2,0,-9,0,0,0,0,0,0,0,0,
443,Skyy Moore,25,SFO,WR,17,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,
444,Mike Morris,24,SEA,DE,17,0,0,0,0,0,1,0,0,0,0,0,0,18,11,7,2,2,0,
445,Al-Quadin Muhammad,30,DET,DE,17,0,0,0,0,0,0,0,0,0,0,0,11,25,15,10,9,20,0,
446,Jason Myers,34,SEA,K,17,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,
447,Siran Neal,31,SFO,CB,17,0,0,0,0,0,0,0,0,0,0,0,0,17,6,11,0,0,0,
